dataset,dimension,DN_HistogramMode_5,DN_HistogramMode_10,CO_f1ecac,CO_FirstMin_ac,CO_HistogramAMI_even_2_5,CO_trev_1_num,MD_hrv_classic_pnn40,SB_BinaryStats_mean_longstretch1,SB_TransitionMatrix_3ac_sumdiagcov,PD_PeriodicityWang_th0_01,CO_Embed2_Dist_tau_d_expfit_meandiff,IN_AutoMutualInfoStats_40_gaussian_fmmi,FC_LocalSimple_mean1_tauresrat,DN_OutlierInclude_p_001_mdrmd,DN_OutlierInclude_n_001_mdrmd,SP_Summaries_welch_rect_area_5_1,SB_BinaryStats_diff_longstretch0,SB_MotifThree_quantile_hh,SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1,SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1,SP_Summaries_welch_rect_centroid,FC_LocalSimple_mean3_stderr,DN_Mean,DN_Spread_Std
1773429559,capacity_disk_used_tb,-0.6995236828259584,-0.522476247915811,211.9194173270613,761,1.5531605745847892,2.5520150593138373e-07,0.015640273704789834,481.0,0.16666666666666669,0,5.744849675384131,40.0,0.005263157894736842,0.759765625,-0.7734375,0.9928791367232174,4.0,1.1520478702815355,0.8333333333333334,0.22916666666666666,0.006135923151542969,0.017117734092762765,0.025908023437499938,0.011074998070404784
1773429559,capacity_disk_available_tb,-1.3008427862105327,-1.1270788564684187,166.94342923185374,347,1.5040072956957076,0.00045514413643545586,0.017595307917888565,332.0,0.07407407407407407,0,0.9526187635062792,40.0,0.0030959752321981426,-0.767578125,0.72265625,0.9918961221195743,8.0,1.135804130955003,0.8541666666666666,0.875,0.012271846303085938,0.06601779634116338,0.09852066796875013,0.011284275182484977
1773429559,capacity_disk_total_tb,-0.22252885921082655,0.01287357036677328,34.079074337120645,332,0.23851771452707596,1.7364191978497072e-18,0.0039100684261974585,627.0,0.33333333333333337,0,0.21768868943925493,40.0,0.05357142857142857,0.0634765625,-0.2783203125,0.9891640552360392,2.0,0.0,0.6875,0.875,0.030679615757714843,0.1838584581476761,0.12442869140625334,0.004443879368097841
1773429559,disk_read_bytes,1.6543976568373941,0.7016941637586215,1.4842428665374279,6,0.007936329602060145,-0.9185765624915059,0.32453567937438904,88.0,0.07407407407407407,30,0.04350100034620298,5.0,0.006578947368421052,0.2861328125,-0.427734375,0.46410151219431844,11.0,1.6740416809447818,0.16666666666666666,0.8333333333333334,0.6749515466697266,1.0542791048272593,21722793.01425528,86541775.45149659
1773429559,disk_write_bytes,1.274204152766445,-0.3164668648941811,0.6734737051307335,3,9.583484208351557e-07,5.6266442804247605,0.8621700879765396,20.0,0.006607556981220779,4,0.010095976961002335,1.0,0.3333333333333333,0.205078125,-0.0732421875,0.22281014547815606,6.0,2.1437560238273825,0.125,0.125,1.4358060174610547,1.1513274622269523,181839859.0570907,68294483.1666058
1773429559,disk_io_time_seconds,-0.07288445273302169,-0.580641774361442,69.91743979638008,19,0.2228749123402866,0.01562873511422929,0.4780058651026393,260.0,0.16666666666666669,29,0.23569413373544784,18.0,0.008130081300813009,0.294921875,-0.46435546875,0.921694224603623,13.0,1.4149979177301786,0.1875,0.8541666666666666,0.03681553890925782,0.5068167254237171,0.037439890893151064,0.007249551569552256
1773429559,disk_errors_count,NA,NA,0.0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0
1773429559,s3_errors_5xx,NA,NA,0.0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0
1773429559,s3_request_get_operations,0.05331360887284431,0.9795246033549754,74.2730841194277,34,0.561813907378883,-0.015631906110602466,0.8826979472140762,145.0,0.052083333333333336,310,0.2990809950052077,33.0,0.008264462809917356,0.177734375,-0.056640625,0.9276389221901562,6.0,1.582916768806154,0.14583333333333334,0.875,0.012271846303085938,0.3847074334126464,1119.6282877604178,108.44721191866378
1773429559,s3_request_post_operations,0.9995115994824673,0.9995115994824673,647.2914522405504,1024,0.0,0.0,0.0,1.0,NA,0,0.0,40.0,0.0,0.0,0.0,1.8952383247934806e-28,1.0,0.0,0.14583333333333334,0.125,0.0,0.0,0.09999999999999849,1.5134180251985261e-15
1773429559,s3_request_put_operations,0.19183990963917186,0.500209752775763,72.42440609679608,13,0.44401645239719023,0.0026261355641277744,0.8817204301075269,101.0,0.036458333333333336,63,0.29961188209680967,12.0,0.00819672131147541,0.1845703125,-0.0478515625,0.9000610119581625,9.0,1.7198023741121027,0.16666666666666666,0.875,0.012271846303085938,0.4364409484337354,9.423958333333328,0.9350244187322084
1773429559,s3_request_delete_operations,0.018153996539588935,0.3229030532039734,73.04248303879808,34,0.5046011853383283,-0.017931130539016984,0.9090909090909091,85.0,0.052083333333333336,300,0.28270314395855956,33.0,0.008403361344537815,0.171875,-0.0458984375,0.915556893955655,6.0,1.663781416031906,0.16666666666666666,0.875,0.012271846303085938,0.4076391915598779,4.718326822916661,0.4593943670650309
1773429559,s3_request_head_operations,0.04552244272418182,0.9605836845083568,74.353866922754,34,0.5506405991560958,-0.016473994629228193,0.8592375366568915,145.0,0.052083333333333336,310,0.3065562652111477,33.0,0.008264462809917356,0.181640625,-0.056640625,0.926265703044783,6.0,1.5973369887158533,0.16666666666666666,0.875,0.012271846303085938,0.3877448967693138,47.17822265625003,4.57892850081858
1773429559,s3_throughput_in_bytes,0.04501110190294866,0.9207502652768635,71.40672465419148,8,0.46129248532368805,-0.014692323029433622,0.9110459433040078,78.0,0.036458333333333336,73,0.3174428223427034,7.0,0.008403361344537815,0.1845703125,-0.052734375,0.9029938789270128,6.0,1.689903374932227,0.14583333333333334,0.875,0.012271846303085938,0.43400150397777687,817451.8870768232,80867.89190420421
1773429559,s3_throughput_out_bytes,0.01451097236864296,0.9249512291554054,72.81059975873883,34,0.5700425395526767,-0.018071365888670064,0.8895405669599218,117.0,0.052083333333333336,308,0.30177681778603066,33.0,0.008264462809917356,0.201171875,-0.0537109375,0.9252479695809386,7.0,1.6116099331396503,0.16666666666666666,0.875,0.012271846303085938,0.38916900657442005,20922636.990722697,2043324.310554639
1773429559,s3_request_get_latency,0.16183952364129794,-0.9487259117362805,31.197926837033826,19,0.005142076677340927,-0.9131121976054887,0.8660801564027371,212.0,0.005208333333333334,71,0.03676582917741943,18.0,0.008,0.0146484375,-0.38232421875,0.6968842191253267,8.0,1.5633692883139683,0.875,0.875,0.07363107781851563,0.6601187633798973,0.04674618796842282,0.0008082492564997868
1773429559,s3_request_post_latency,0.9104729439380876,0.9591882859569152,0.6216162919322624,3,0.00028138542471574574,0.0,0.033235581622678395,228.0,0.33333333333333337,0,0.6117604595423157,4.0,1.0,0.0,0.0,0.0028684432106389477,2.0,0.0,0.875,0.8541666666666666,1.583068173098086,0.14524108840166697,0.009499999999999896,1.0326722284713653e-16
1773429559,s3_request_put_latency,0.2686771666347427,-0.7486191091659133,1.4758492425510294,3,0.005597932275018615,0.607967660568769,0.8621700879765396,210.0,0.020576131687242795,3,0.02823258910961317,2.0,0.008928571428571428,-0.05615234375,0.3251953125,0.49962069571364975,7.0,1.7683840827878747,0.875,0.875,0.6197282383058399,0.9101678964997901,0.08668407649660594,0.013492681383436839
1773429559,s3_request_delete_latency,0.4928280782635679,-0.17822427470494606,43.22091854524296,4,0.011815908487028518,-0.20649236321307926,0.7702834799608993,206.0,0.054421768707482984,9,0.06639893857715383,3.0,0.007462686567164179,-0.0478515625,0.2822265625,0.7473673850161769,6.0,1.9286125961128486,0.25,0.875,0.03681553890925782,0.6381058169408166,0.06305519469030527,0.018315816288171905
1773429559,s3_request_head_latency,-0.38085459828248036,0.3002651639005782,78.26408412005055,11,0.607338352420448,0.018977778301130253,0.9042033235581622,209.0,0.018518518518518517,54,0.327871658038594,10.0,0.00625,-0.083984375,0.4951171875,0.8931904084413631,8.0,1.6959677513667775,0.125,0.16666666666666666,0.012271846303085938,0.4610413107927384,0.030688900966010162,0.007829381220841836
1773429559,store1-balance_balanced_tasks,NA,NA,0.0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0
1773429559,store2-balance_balanced_tasks,NA,NA,0.0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0
1773429559,store3-balance_balanced_tasks,NA,NA,0.0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0
1773429559,store1-balance_scanned_tasks,NA,NA,0.0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0
1773429559,store2-balance_scanned_tasks,NA,NA,0.0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0
1773429559,store3-balance_scanned_tasks,NA,NA,0.0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0
1773429559,store1-cpu_load_ratio,0.21464859119804092,-0.06653275745612386,54.67341103559086,128,0.690776320969812,0.009592111227843892,0.8123167155425219,140.0,0.008230452674897118,308,0.4729727520795362,40.0,0.02912621359223301,-0.7958984375,0.80078125,0.9746029215463927,10.0,1.5216583050203298,0.875,0.7708333333333334,0.024543692606171875,0.2615003583451014,1.5897692871093767,0.26895453899047195
1773429559,store2-cpu_load_ratio,-0.4743936608013918,-0.7896511374796026,60.235802924624025,75,0.5361171348632163,0.01917796022289403,0.841642228739003,222.0,0.07407407407407407,238,0.3659662722855,40.0,0.02564102564102564,-0.162109375,0.3935546875,0.9730745082921192,11.0,1.5406489237670775,0.125,0.875,0.01840776945462891,0.2892575443386636,2.0024206542968757,0.25832059831883
1773429559,store3-cpu_load_ratio,-0.9642819821735705,-0.16070507591508243,148.52907997802686,111,0.8801861708169264,0.0024833114646297745,0.6627565982404692,227.0,0.04166666666666667,210,1.156399777685478,40.0,0.024193548387096774,0.6787109375,-0.06494140625,0.980579631590162,12.0,1.4305625324097409,0.125,0.8541666666666666,0.006135923151542969,0.16519005453643001,0.95939697265625,0.2937646641677695
1773429559,store1-cpu_usage_ratio,0.17390616108965862,0.5687425458923565,60.94078336104775,9,0.36671643521066116,-0.04817138158616037,0.9149560117302052,152.0,0.024691358024691357,64,0.25971468491166716,8.0,0.009259259259259259,0.24365234375,0.0009765625,0.8702721177138205,8.0,1.7327257656796171,0.25,0.875,0.01840776945462891,0.4825655482724184,0.8226397391318402,0.03841781199465552
1773429559,store2-cpu_usage_ratio,-0.17023420589169458,1.0156210354507458,37.306368237233876,11,0.3237462344225803,-0.05216434074449444,0.9247311827956989,199.0,0.008230452674897118,34,0.229849984729348,10.0,0.009009009009009009,-0.26171875,0.1328125,0.8496127403174897,6.0,1.7123014253989486,0.14583333333333334,0.875,0.01840776945462891,0.5364550782639032,0.8928494520846301,0.031032455494616137
1773429559,store3-cpu_usage_ratio,0.8173117256080831,0.5709595669343865,106.77064439709511,126,0.7042539522490786,-0.005026556348677541,0.8690127077223851,278.0,0.04166666666666667,295,0.5430419791945326,40.0,0.004545454545454545,0.681640625,-0.0654296875,0.9616532042172128,6.0,1.5560679867839982,0.125,0.125,0.012271846303085938,0.2684607172675302,0.7551184058529712,0.047354861225508915
1773429559,store1-errors_received,1.6148706303601295,0.6997475327157411,27.34349762570686,59,0.011306849668498441,-1.4207244231935492,0.04887585532746823,62.0,0.23958333333333334,59,0.008268238777102846,40.0,0.01639344262295082,-0.291015625,0.060546875,0.7081828405156094,5.0,0.2386237192714924,0.875,0.875,0.042951462060800784,0.7069307296235605,1.3647119641530603,6.336428947291124
1773429559,store2-errors_received,0.9877438122975996,0.38945893101239226,27.370761051348044,3,0.18609992192453015,-0.9561241102763419,0.04398826979472141,52.0,0.25666666666666665,4,0.031368725984685084,2.0,0.0196078431372549,-0.232421875,0.05078125,0.8184048149962816,4.0,0.21059628014294238,0.875,0.875,0.042951462060800784,0.6128668056717673,1.6417081247322451,7.86160974049193
1773429559,store3-errors_received,NA,NA,0.0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0
1773429559,store1-errors_sent,NA,NA,0.0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0
1773429559,store2-errors_sent,NA,NA,0.0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0
1773429559,store3-errors_sent,NA,NA,0.0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0
1773429559,store1-latency_received_milliseconds,-0.603078001213075,-0.061559920068000595,16.575510796158518,11,0.16151021853906142,0.06633381366712329,0.8973607038123167,62.0,0.008230452674897118,120,0.1386307130362569,10.0,0.009708737864077669,0.857421875,-0.30859375,0.8174553771240968,8.0,1.7690324678282794,0.125,0.6666666666666666,0.08590292412160157,0.5878172597379028,0.35447272695423837,0.13558598787933168
1773429559,store2-latency_received_milliseconds,-1.0578665329278096,-0.6419155807744777,43.99469250727663,18,0.35167936658734655,0.006415682451605379,0.8660801564027371,199.0,0.036458333333333336,51,0.23367293846131032,17.0,0.008130081300813009,0.0341796875,-0.3740234375,0.8977207644291952,12.0,1.6367426096664262,0.125,0.875,0.024543692606171875,0.44499618493703486,0.47660365255395837,0.1738462175641377
1773429559,store3-latency_received_milliseconds,0.20311056899382318,-0.2578139775073767,86.3888651325937,11,0.266808429970631,-0.011633029396191324,0.41642228739002934,221.0,0.1111111111111111,71,0.22707819933866538,10.0,0.0037593984962406013,0.8935546875,-0.255859375,0.9231810298060528,6.0,1.571751051221637,0.125,0.875,0.012271846303085938,0.34470615501684637,0.16104481795520517,0.16862370404816418
1773429559,store1-latency_sent_milliseconds,0.7795037725210178,-0.06915344344456575,2.606124680941046,4,0.012500570293107636,-0.24977290563554497,0.8651026392961877,44.0,0.03292181069958847,4,0.03153553790813096,3.0,0.009174311926605505,0.8564453125,0.21533203125,0.5622012507717783,6.0,1.8429839804762176,0.875,0.875,0.44178646691109374,0.8659296723964287,0.30623249848980627,0.1760697454627442
1773429559,store2-latency_sent_milliseconds,0.4786036077590075,-0.24292452926302266,6.262193413804456,14,0.019060481261426246,-0.47452500683756815,0.8220918866080157,189.0,0.036458333333333336,18,0.04920446648502633,2.0,0.007936507936507936,0.5810546875,0.41015625,0.6931590246275834,8.0,1.7476688152767281,0.375,0.8541666666666666,0.18407769454628906,0.7655416262666735,0.34839049337828387,0.18787485056081063
1773429559,store3-latency_sent_milliseconds,0.4793653478054454,-0.20805701796319231,5.319513321840606,11,0.043900534711310696,0.051301695632537926,0.8367546432062561,73.0,0.027777777777777776,15,0.1176445641566054,10.0,0.006024096385542169,0.89453125,-0.38037109375,0.7881067405246729,6.0,1.7953861504273474,0.125,0.8541666666666666,0.18407769454628906,0.6020210168092931,0.21520466559875287,0.1368945878874077
1773429559,store1-memory_usage_ratio,0.16440023285214767,0.4114914497177429,142.45955899445053,3,0.3932764976574184,0.02953065081971212,0.9354838709677419,145.0,0.07407407407407407,4,0.2649210679502302,2.0,0.003048780487804878,0.451171875,-0.6396484375,0.8132932374365194,5.0,1.8030485682634545,0.375,0.8541666666666666,0.012271846303085938,0.582591281419485,0.8611048469241512,0.010833681579592748
1773429559,store2-memory_usage_ratio,0.5980795155964698,0.8636290313820869,131.0884205281079,3,0.2877757549868664,-0.0008201819249291385,0.946236559139785,54.0,0.07407407407407407,4,0.2753194311413823,2.0,0.0031545741324921135,0.3759765625,-0.68603515625,0.77317857760095,7.0,1.903021465039533,0.3958333333333333,0.375,0.012271846303085938,0.640156476993318,0.8775987638919591,0.011199591809875457
1773429559,store3-memory_usage_ratio,-0.2880913138612129,0.07946692926495391,55.919276089783295,2,0.15739697028782687,0.10172069608644795,0.946236559139785,110.0,0.07407407407407407,2,0.17324902542825546,1.0,0.0030864197530864196,0.59375,-0.7646484375,0.7080173783795417,7.0,1.9851230656894734,0.4375,0.8541666666666666,0.030679615757714843,0.68689380019234,0.7404451409473537,0.004382708130513727
1773429559,store1-network_in_bytes,0.731121258469829,-0.7059286674596936,0.8516409670592819,5,9.583484208351557e-07,-0.33313255147597715,0.8181818181818182,152.0,0.008230452674897118,6,0.008708346054013168,4.0,0.009345794392523364,-0.2587890625,-0.0283203125,0.3987639350677628,8.0,1.6637889558837295,0.4583333333333333,0.875,1.006291396853047,1.0033987840540055,7896893.606303903,1351380.4797541704
1773429559,store2-network_in_bytes,0.8870334187463809,-0.5483734573108283,0.8307996876359066,1,9.583484208351557e-07,-0.2135804130441581,0.8142717497556208,92.0,0.008230452674897118,5,0.00872609237374498,4.0,0.009174311926605505,-0.2626953125,-0.029296875,0.3902151339750083,6.0,1.6647954471312219,0.4791666666666667,0.3125,1.0369710126107616,1.0106280850179132,7666264.647958273,1310705.6785585566
1773429559,store3-network_in_bytes,-0.17550767256201527,0.23852929685173008,49.22620541639479,1,0.3994671299665491,0.8503755600511037,0.8660801564027371,60.0,0.052083333333333336,54,0.09327833727450426,8.0,0.008403361344537815,0.193359375,-0.046875,0.7315265160914959,7.0,1.6670375872024297,0.3541666666666667,0.875,0.01840776945462891,0.6619621451673521,7883032.021311795,845980.4081621914
1773429559,store1-network_out_bytes,0.12567064071794354,0.7536009103484662,67.94117399904569,5,0.230149075366969,0.0629954081185422,0.8905180840664711,147.0,0.036458333333333336,65,0.06661097337020214,4.0,0.008333333333333333,0.2001953125,-0.05126953125,0.8595303928820976,8.0,1.6151372442929617,0.2708333333333333,0.20833333333333334,0.012271846303085938,0.5098763687428121,15309002.419778515,1510644.2984900465
1773429559,store2-network_out_bytes,0.3242912422960873,0.9501414698736699,57.37104097779379,5,0.2638271239676321,-0.021698475987162187,0.8983382209188661,147.0,0.036458333333333336,75,0.06685444546932942,4.0,0.00847457627118644,0.1826171875,-0.03857421875,0.8259989921773027,7.0,1.6466910677632938,0.2708333333333333,0.875,0.012271846303085938,0.5565849213688738,15567545.03859237,1539850.4480273086
1773429559,store3-network_out_bytes,-0.5552925897027647,0.04535350407992267,33.08233535089841,3,0.2625252645526498,-0.6600094553876227,0.8680351906158358,60.0,0.012345679012345678,4,0.0791556763494948,2.0,0.009259259259259259,-0.259765625,-0.0126953125,0.7094169903567553,7.0,1.642468941860796,0.20833333333333334,0.875,0.04908738521234375,0.7214782090806073,13764617.610330686,1545536.541041258
1773429559,store1-operations_received,-0.06663350416540337,0.2716314823100774,33.2695412360645,66,0.39506392374880683,-0.017507322887457214,0.761485826001955,76.0,0.02777777777777778,258,0.3721147391581946,40.0,0.012345679012345678,-0.2861328125,0.015625,0.9776248133360869,8.0,1.628047745032009,0.8541666666666666,0.875,0.024543692606171875,0.23639545086980143,1488.1974597337094,256.5395083822057
1773429559,store2-operations_received,0.22310726646703039,-0.09708221246013604,33.421899196699165,66,0.5746095952769442,-0.015548614395345817,0.7272727272727273,76.0,0.025185185185185185,258,0.3527908070618089,40.0,0.015384615384615385,-0.2861328125,0.0087890625,0.9803694726882973,8.0,1.6110496775724379,0.8541666666666666,0.8541666666666666,0.024543692606171875,0.2293110496591243,1495.431058651694,262.9667768248048
1773429559,store3-operations_received,-0.06663350416540337,0.2716314823100774,33.2695412360645,66,0.39506392374880683,-0.017507322887457214,0.761485826001955,76.0,0.02777777777777778,258,0.3721147391581946,40.0,0.012345679012345678,-0.2861328125,0.015625,0.9776248133360869,8.0,1.628047745032009,0.8541666666666666,0.875,0.024543692606171875,0.23639545086980143,1488.1974597337094,256.5395083822057
1773429559,store1-operations_sent,3.11952129859507,1.5207749911247954,0.6416439837915974,2,9.583484208351557e-07,-0.7716194914722683,0.5650048875855328,6.0,0.03557099326876556,29,0.0017466987994840478,3.0,0.5,0.154296875,-0.0068359375,0.20232696977314737,5.0,1.720462692281949,0.22916666666666666,0.875,1.540116711037285,1.1560214768715336,144.6418295125779,13.975398647594094
1773429559,store2-operations_sent,2.6324958565032484,1.269203587514629,1.1698713142553794,2,3.837153757667857e-06,-14.017512111079366,0.6109481915933529,5.0,0.008143095857220726,4,0.008936221381839915,3.0,0.5,0.05126953125,-0.0703125,0.3616420252842746,5.0,2.0906096762570576,0.125,0.875,0.8897088569737305,1.1141938302046184,144.93463806280474,14.693465330521589
1773429559,store3-operations_sent,-0.04578489256153717,-0.37212308031119534,0.5870830554356989,1,0.0077769745985813285,-0.04662171867653626,0.6295210166177908,6.0,0.033090339589251706,4,0.06786148827685107,1.0,1.0,0.154296875,-0.005859375,0.14058472497943236,5.0,1.7166436698913765,0.14583333333333334,0.3333333333333333,1.6198837120073437,1.1859389367852329,144.2064940285783,0.9368375526717572
1773429559,store1-rebuild_rebuilt_tasks,2.6560977139665836,1.3031089373623495,0.6305486876603016,1,0.007762184729865391,0.0,0.005865102639296188,2.0,0.3284686807532328,3,0.004654570256598723,2.0,1.0,-0.3125,0.00390625,0.2712902974374291,2.0,0.04005245850940348,0.125,0.4166666666666667,1.6628351740681446,1.1033845786668879,9.951063368055547e-05,0.0019950071049346005
1773429559,store2-rebuild_rebuilt_tasks,1.208477746112477,0.5318333438975624,0.6552611230014123,1,0.008865377578531874,0.33961469435631825,0.053763440860215055,4.0,0.2530009233610342,4,0.026121616681594045,3.0,0.019230769230769232,-0.111328125,0.0302734375,0.2568651669219106,3.0,0.25970723780958627,0.375,0.8541666666666666,1.5155730184311134,1.0903392641670335,0.007444858763521403,0.05141084424095614
1773429559,store3-rebuild_rebuilt_tasks,2.819440851112802,1.3887398866043748,0.6310073518435938,5,3.837153757667857e-06,0.0,0.0039100684261974585,2.0,0.33008513540156714,5,0.006211487778577304,6.0,1.0,-0.310546875,0.0029296875,0.1727747478094509,2.0,0.028290869982715076,0.125,0.8125,1.583068173098086,1.1574159801679276,7.916558159722217e-05,0.0018866431834339622
1773429559,store1-rebuild_scanned_tasks,-0.08916252250051016,-0.38270748371140967,0.7198101180596086,2,0.019773960601804225,0.2280530866844913,0.6823069403714564,8.0,0.08000000000000002,7,0.10014178284804712,1.0,0.005494505494505495,0.654296875,-0.103515625,0.22591450948405714,5.0,1.9135703115946376,0.875,0.7291666666666666,1.3253594007332812,1.1091509886402402,6.773007378052608,10.015501502298775
1773429559,store2-rebuild_scanned_tasks,-0.1731430683344859,-0.4719607643887022,0.6879279388339173,1,0.016608241350000726,0.08318248424639661,0.8289345063538612,9.0,0.0625,9,0.09886003318470628,3.0,0.004739336492890996,0.5859375,-0.18603515625,0.24647766228007695,4.0,2.1245867235727047,0.7916666666666666,0.4375,1.3314953238848242,1.0970418313262655,7.583515647249452,9.838774740658524
